np_previous_word,np_one_word,np_one_word_next,np_two_word,np_two_word_next,np_three_word,np_three_word_next
being,frank,she,"('frank', 'she')",lends,"('frank', 'she', 'lends')",to
frank,she,lends,"('she', 'lends')",to,"('she', 'lends', 'to')",those
she,lends,to,"('lends', 'to')",those,"('lends', 'to', 'those')",are
lends,to,those,"('to', 'those')",are,"('to', 'those', 'are')",free
to,those,are,"('those', 'are')",free,"('those', 'are', 'free')",
those,are,free,"('are', 'free')",,"('are', 'free', '')","
"
are,free,,"('free', '')","
","
","
"
free,,"
","
","
","
","
"
"
",then,,"('then', '')",beauteous,"('then', '', 'beauteous')",niggard
then,,beauteous,"('', 'beauteous')",niggard,"('', 'beauteous', 'niggard')",
,beauteous,niggard,"('beauteous', 'niggard')",,"('beauteous', 'niggard', '')",why
beauteous,niggard,,"('niggard', '')",why,"('niggard', '', 'why')",dost
niggard,,why,"('', 'why')",dost,"('', 'why', 'dost')",thou
,why,dost,"('why', 'dost')",thou,"('why', 'dost', 'thou')",abuse
why,dost,thou,"('dost', 'thou')",abuse,"('dost', 'thou', 'abuse')","
"
dost,thou,abuse,"('thou', 'abuse')","
","
","
"
thou,abuse,"
","
","
","
","
"
"
",the,bounteous,"('the', 'bounteous')",largess,"('the', 'bounteous', 'largess')",given
the,bounteous,largess,"('bounteous', 'largess')",given,"('bounteous', 'largess', 'given')",thee
bounteous,largess,given,"('largess', 'given')",thee,"('largess', 'given', 'thee')",to
largess,given,thee,"('given', 'thee')",to,"('given', 'thee', 'to')",give?
given,thee,to,"('thee', 'to')",give?,"('thee', 'to', 'give?')","
"
thee,to,give?,"('to', 'give?')","
","
","
"
to,give?,"
","
","
","
","
"
"
",profitless,usurer,"('profitless', 'usurer')",,"('profitless', 'usurer', '')",why
profitless,usurer,,"('usurer', '')",why,"('usurer', '', 'why')",dost
usurer,,why,"('', 'why')",dost,"('', 'why', 'dost')",thou
,why,dost,"('why', 'dost')",thou,"('why', 'dost', 'thou')",use
why,dost,thou,"('dost', 'thou')",use,"('dost', 'thou', 'use')","
"
dost,thou,use,"('thou', 'use')","
","
","
"
thou,use,"
","
","
","
","
"
"
",so,great,"('so', 'great')",a,"('so', 'great', 'a')",sum
so,great,a,"('great', 'a')",sum,"('great', 'a', 'sum')",of
great,a,sum,"('a', 'sum')",of,"('a', 'sum', 'of')",sums
a,sum,of,"('sum', 'of')",sums,"('sum', 'of', 'sums')",
sum,of,sums,"('of', 'sums')",,"('of', 'sums', '')",yet
of,sums,,"('sums', '')",yet,"('sums', '', 'yet')",canst
sums,,yet,"('', 'yet')",canst,"('', 'yet', 'canst')",not
,yet,canst,"('yet', 'canst')",not,"('yet', 'canst', 'not')",live?
yet,canst,not,"('canst', 'not')",live?,"('canst', 'not', 'live?')","
"
canst,not,live?,"('not', 'live?')","
","
","
"
not,live?,"
","
","
","
","
"
"
",for,having,"('for', 'having')",traffic,"('for', 'having', 'traffic')",with
for,having,traffic,"('having', 'traffic')",with,"('having', 'traffic', 'with')",thyself
having,traffic,with,"('traffic', 'with')",thyself,"('traffic', 'with', 'thyself')",alone
traffic,with,thyself,"('with', 'thyself')",alone,"('with', 'thyself', 'alone')",
with,thyself,alone,"('thyself', 'alone')",,"('thyself', 'alone', '')","
"
thyself,alone,,"('alone', '')","
","
","
"
alone,,"
","
","
","
","
"
"
",thou,of,"('thou', 'of')",thyself,"('thou', 'of', 'thyself')",thy
thou,of,thyself,"('of', 'thyself')",thy,"('of', 'thyself', 'thy')",sweet
of,thyself,thy,"('thyself', 'thy')",sweet,"('thyself', 'thy', 'sweet')",self
thyself,thy,sweet,"('thy', 'sweet')",self,"('thy', 'sweet', 'self')",dost
thy,sweet,self,"('sweet', 'self')",dost,"('sweet', 'self', 'dost')",deceive
sweet,self,dost,"('self', 'dost')",deceive,"('self', 'dost', 'deceive')",
self,dost,deceive,"('dost', 'deceive')",,"('dost', 'deceive', '')","
"
dost,deceive,,"('deceive', '')","
","
","
"
deceive,,"
","
","
","
","
"
"
",then,how,"('then', 'how')",,"('then', 'how', '')",when
then,how,,"('how', '')",when,"('how', '', 'when')",nature
how,,when,"('', 'when')",nature,"('', 'when', 'nature')",calls
,when,nature,"('when', 'nature')",calls,"('when', 'nature', 'calls')",thee
when,nature,calls,"('nature', 'calls')",thee,"('nature', 'calls', 'thee')",to
nature,calls,thee,"('calls', 'thee')",to,"('calls', 'thee', 'to')",be
calls,thee,to,"('thee', 'to')",be,"('thee', 'to', 'be')",gone
thee,to,be,"('to', 'be')",gone,"('to', 'be', 'gone')",
to,be,gone,"('be', 'gone')",,"('be', 'gone', '')","
"
be,gone,,"('gone', '')","
","
","
"
gone,,"
","
","
","
","
"
"
",what,acceptable,"('what', 'acceptable')",audit,"('what', 'acceptable', 'audit')",canst
what,acceptable,audit,"('acceptable', 'audit')",canst,"('acceptable', 'audit', 'canst')",thou
acceptable,audit,canst,"('audit', 'canst')",thou,"('audit', 'canst', 'thou')",leave?
audit,canst,thou,"('canst', 'thou')",leave?,"('canst', 'thou', 'leave?')","
"
canst,thou,leave?,"('thou', 'leave?')","
","
","
"
thou,leave?,"
","
","
","
","
"
"
",,,"('', '')",thy,"('', '', 'thy')",unused
,,thy,"('', 'thy')",unused,"('', 'thy', 'unused')",beauty
,thy,unused,"('thy', 'unused')",beauty,"('thy', 'unused', 'beauty')",must
thy,unused,beauty,"('unused', 'beauty')",must,"('unused', 'beauty', 'must')",be
unused,beauty,must,"('beauty', 'must')",be,"('beauty', 'must', 'be')",tomb'd
beauty,must,be,"('must', 'be')",tomb'd,"('must', 'be', ""tomb'd"")",with
must,be,tomb'd,"('be', ""tomb'd"")",with,"('be', ""tomb'd"", 'with')",thee
be,tomb'd,with,"(""tomb'd"", 'with')",thee,"(""tomb'd"", 'with', 'thee')",
tomb'd,with,thee,"('with', 'thee')",,"('with', 'thee', '')","
"
"
",,,"('', '')",which,"('', '', 'which')",
,,which,"('', 'which')",,"('', 'which', '')",used
,which,,"('which', '')",used,"('which', '', 'used')",
which,,used,"('', 'used')",,"('', 'used', '')",lives
,used,,"('used', '')",lives,"('used', '', 'lives')",th'
used,,lives,"('', 'lives')",th',"('', 'lives', ""th'"")",executor
,lives,th',"('lives', ""th'"")",executor,"('lives', ""th'"", 'executor')",to
lives,th',executor,"(""th'"", 'executor')",to,"(""th'"", 'executor', 'to')",be
th',executor,to,"('executor', 'to')",be,"('executor', 'to', 'be')",
executor,to,be,"('to', 'be')",,"('to', 'be', '')","
"
"
",those,hours,"('those', 'hours')",,"('those', 'hours', '')",that
those,hours,,"('hours', '')",that,"('hours', '', 'that')",with
hours,,that,"('', 'that')",with,"('', 'that', 'with')",gentle
,that,with,"('that', 'with')",gentle,"('that', 'with', 'gentle')",work
that,with,gentle,"('with', 'gentle')",work,"('with', 'gentle', 'work')",did
with,gentle,work,"('gentle', 'work')",did,"('gentle', 'work', 'did')",frame
gentle,work,did,"('work', 'did')",frame,"('work', 'did', 'frame')","
"
work,did,frame,"('did', 'frame')","
","
","
"
did,frame,"
","
","
","
","
"
"
",the,lovely,"('the', 'lovely')",gaze,"('the', 'lovely', 'gaze')",where
the,lovely,gaze,"('lovely', 'gaze')",where,"('lovely', 'gaze', 'where')",every
lovely,gaze,where,"('gaze', 'where')",every,"('gaze', 'where', 'every')",eye
gaze,where,every,"('where', 'every')",eye,"('where', 'every', 'eye')",doth
where,every,eye,"('every', 'eye')",doth,"('every', 'eye', 'doth')",dwell
every,eye,doth,"('eye', 'doth')",dwell,"('eye', 'doth', 'dwell')",
eye,doth,dwell,"('doth', 'dwell')",,"('doth', 'dwell', '')","
"
doth,dwell,,"('dwell', '')","
","
","
"
dwell,,"
","
","
","
","
"
"
",will,play,"('will', 'play')",the,"('will', 'play', 'the')",tyrants
will,play,the,"('play', 'the')",tyrants,"('play', 'the', 'tyrants')",to
play,the,tyrants,"('the', 'tyrants')",to,"('the', 'tyrants', 'to')",the
the,tyrants,to,"('tyrants', 'to')",the,"('tyrants', 'to', 'the')",very
tyrants,to,the,"('to', 'the')",very,"('to', 'the', 'very')",same
to,the,very,"('the', 'very')",same,"('the', 'very', 'same')","
"
the,very,same,"('very', 'same')","
","
","
"
very,same,"
","
","
","
","
"
"
",and,that,"('and', 'that')",unfair,"('and', 'that', 'unfair')",which
and,that,unfair,"('that', 'unfair')",which,"('that', 'unfair', 'which')",fairly
that,unfair,which,"('unfair', 'which')",fairly,"('unfair', 'which', 'fairly')",doth
unfair,which,fairly,"('which', 'fairly')",doth,"('which', 'fairly', 'doth')",excel
which,fairly,doth,"('fairly', 'doth')",excel,"('fairly', 'doth', 'excel')",
fairly,doth,excel,"('doth', 'excel')",,"('doth', 'excel', '')","
"
doth,excel,,"('excel', '')","
","
","
"
excel,,"
","
","
","
","
"
"
",for,never,"('for', 'never')",resting,"('for', 'never', 'resting')",time
for,never,resting,"('never', 'resting')",time,"('never', 'resting', 'time')",leads
never,resting,time,"('resting', 'time')",leads,"('resting', 'time', 'leads')",summer
resting,time,leads,"('time', 'leads')",summer,"('time', 'leads', 'summer')",on
time,leads,summer,"('leads', 'summer')",on,"('leads', 'summer', 'on')","
"
leads,summer,on,"('summer', 'on')","
","
","
"
summer,on,"
","
","
","
","
"
"
",to,hideous,"('to', 'hideous')",winter,"('to', 'hideous', 'winter')",and
to,hideous,winter,"('hideous', 'winter')",and,"('hideous', 'winter', 'and')",confounds
hideous,winter,and,"('winter', 'and')",confounds,"('winter', 'and', 'confounds')",him
winter,and,confounds,"('and', 'confounds')",him,"('and', 'confounds', 'him')",there;
and,confounds,him,"('confounds', 'him')",there;,"('confounds', 'him', 'there;')","
"
confounds,him,there;,"('him', 'there;')","
","
","
"
him,there;,"
","
","
","
","
"
"
",sap,cheque'd,"('sap', ""cheque'd"")",with,"('sap', ""cheque'd"", 'with')",frost
sap,cheque'd,with,"(""cheque'd"", 'with')",frost,"(""cheque'd"", 'with', 'frost')",and
cheque'd,with,frost,"('with', 'frost')",and,"('with', 'frost', 'and')",lusty
with,frost,and,"('frost', 'and')",lusty,"('frost', 'and', 'lusty')",leaves
frost,and,lusty,"('and', 'lusty')",leaves,"('and', 'lusty', 'leaves')",quite
and,lusty,leaves,"('lusty', 'leaves')",quite,"('lusty', 'leaves', 'quite')",gone
lusty,leaves,quite,"('leaves', 'quite')",gone,"('leaves', 'quite', 'gone')",
leaves,quite,gone,"('quite', 'gone')",,"('quite', 'gone', '')","
"
quite,gone,,"('gone', '')","
","
","
"
gone,,"
","
","
","
","
"
"
",beauty,o'ersnow'd,"('beauty', ""o'ersnow'd"")",and,"('beauty', ""o'ersnow'd"", 'and')",bareness
beauty,o'ersnow'd,and,"(""o'ersnow'd"", 'and')",bareness,"(""o'ersnow'd"", 'and', 'bareness')",every
o'ersnow'd,and,bareness,"('and', 'bareness')",every,"('and', 'bareness', 'every')",where
and,bareness,every,"('bareness', 'every')",where,"('bareness', 'every', 'where')",
bareness,every,where,"('every', 'where')",,"('every', 'where', '')","
"
every,where,,"('where', '')","
","
","
"
where,,"
","
","
","
","
"
"
",then,,"('then', '')",were,"('then', '', 'were')",not
then,,were,"('', 'were')",not,"('', 'were', 'not')",summer's
,were,not,"('were', 'not')",summer's,"('were', 'not', ""summer's"")",distillation
were,not,summer's,"('not', ""summer's"")",distillation,"('not', ""summer's"", 'distillation')",left
not,summer's,distillation,"(""summer's"", 'distillation')",left,"(""summer's"", 'distillation', 'left')",
summer's,distillation,left,"('distillation', 'left')",,"('distillation', 'left', '')","
"
distillation,left,,"('left', '')","
","
","
"
left,,"
","
","
","
","
"
"
",a,liquid,"('a', 'liquid')",prisoner,"('a', 'liquid', 'prisoner')",pent
a,liquid,prisoner,"('liquid', 'prisoner')",pent,"('liquid', 'prisoner', 'pent')",in
liquid,prisoner,pent,"('prisoner', 'pent')",in,"('prisoner', 'pent', 'in')",walls
prisoner,pent,in,"('pent', 'in')",walls,"('pent', 'in', 'walls')",of
pent,in,walls,"('in', 'walls')",of,"('in', 'walls', 'of')",glass
in,walls,of,"('walls', 'of')",glass,"('walls', 'of', 'glass')",
walls,of,glass,"('of', 'glass')",,"('of', 'glass', '')","
"
of,glass,,"('glass', '')","
","
","
"
glass,,"
","
","
","
","
"
"
",beauty's,effect,"(""beauty's"", 'effect')",with,"(""beauty's"", 'effect', 'with')",beauty
beauty's,effect,with,"('effect', 'with')",beauty,"('effect', 'with', 'beauty')",were
effect,with,beauty,"('with', 'beauty')",were,"('with', 'beauty', 'were')",bereft
with,beauty,were,"('beauty', 'were')",bereft,"('beauty', 'were', 'bereft')",
beauty,were,bereft,"('were', 'bereft')",,"('were', 'bereft', '')","
"
were,bereft,,"('bereft', '')","
","
","
"
bereft,,"
","
","
","
","
"
"
",nor,it,"('nor', 'it')",nor,"('nor', 'it', 'nor')",no
nor,it,nor,"('it', 'nor')",no,"('it', 'nor', 'no')",remembrance
it,nor,no,"('nor', 'no')",remembrance,"('nor', 'no', 'remembrance')",what
nor,no,remembrance,"('no', 'remembrance')",what,"('no', 'remembrance', 'what')",it
no,remembrance,what,"('remembrance', 'what')",it,"('remembrance', 'what', 'it')",was
remembrance,what,it,"('what', 'it')",was,"('what', 'it', 'was')",
what,it,was,"('it', 'was')",,"('it', 'was', '')","
"
it,was,,"('was', '')","
","
","
"
was,,"
","
","
","
","
"
"
",,,"('', '')",but,"('', '', 'but')",flowers
,,but,"('', 'but')",flowers,"('', 'but', 'flowers')",distill'd
,but,flowers,"('but', 'flowers')",distill'd,"('but', 'flowers', ""distill'd"")",though
but,flowers,distill'd,"('flowers', ""distill'd"")",though,"('flowers', ""distill'd"", 'though')",they
flowers,distill'd,though,"(""distill'd"", 'though')",they,"(""distill'd"", 'though', 'they')",with
distill'd,though,they,"('though', 'they')",with,"('though', 'they', 'with')",winter
though,they,with,"('they', 'with')",winter,"('they', 'with', 'winter')",meet
they,with,winter,"('with', 'winter')",meet,"('with', 'winter', 'meet')",
with,winter,meet,"('winter', 'meet')",,"('winter', 'meet', '')","
"
"
",,,"('', '')",leese,"('', '', 'leese')",but
,,leese,"('', 'leese')",but,"('', 'leese', 'but')",their
,leese,but,"('leese', 'but')",their,"('leese', 'but', 'their')",show;
leese,but,their,"('but', 'their')",show;,"('but', 'their', 'show;')",their
but,their,show;,"('their', 'show;')",their,"('their', 'show;', 'their')",substance
their,show;,their,"('show;', 'their')",substance,"('show;', 'their', 'substance')",still
show;,their,substance,"('their', 'substance')",still,"('their', 'substance', 'still')",lives
their,substance,still,"('substance', 'still')",lives,"('substance', 'still', 'lives')",sweet
substance,still,lives,"('still', 'lives')",sweet,"('still', 'lives', 'sweet')",
still,lives,sweet,"('lives', 'sweet')",,"('lives', 'sweet', '')","
"
lives,sweet,,"('sweet', '')","
","
","
"
"
",then,let,"('then', 'let')",not,"('then', 'let', 'not')",winter's
then,let,not,"('let', 'not')",winter's,"('let', 'not', ""winter's"")",ragged
let,not,winter's,"('not', ""winter's"")",ragged,"('not', ""winter's"", 'ragged')",hand
not,winter's,ragged,"(""winter's"", 'ragged')",hand,"(""winter's"", 'ragged', 'hand')",deface
winter's,ragged,hand,"('ragged', 'hand')",deface,"('ragged', 'hand', 'deface')","
"
ragged,hand,deface,"('hand', 'deface')","
","
","
"
hand,deface,"
","
","
","
","
"
"
",in,thee,"('in', 'thee')",thy,"('in', 'thee', 'thy')",summer
in,thee,thy,"('thee', 'thy')",summer,"('thee', 'thy', 'summer')",
thee,thy,summer,"('thy', 'summer')",,"('thy', 'summer', '')",ere
thy,summer,,"('summer', '')",ere,"('summer', '', 'ere')",thou
summer,,ere,"('', 'ere')",thou,"('', 'ere', 'thou')",be
,ere,thou,"('ere', 'thou')",be,"('ere', 'thou', 'be')",distill'd
ere,thou,be,"('thou', 'be')",distill'd,"('thou', 'be', ""distill'd"")",
thou,be,distill'd,"('be', ""distill'd"")",,"('be', ""distill'd"", '')","
"
be,distill'd,,"(""distill'd"", '')","
","
","
"
distill'd,,"
","
","
","
","
"
"
",make,sweet,"('make', 'sweet')",some,"('make', 'sweet', 'some')",vial;
make,sweet,some,"('sweet', 'some')",vial;,"('sweet', 'some', 'vial;')",treasure
sweet,some,vial;,"('some', 'vial;')",treasure,"('some', 'vial;', 'treasure')",thou
some,vial;,treasure,"('vial;', 'treasure')",thou,"('vial;', 'treasure', 'thou')",some
vial;,treasure,thou,"('treasure', 'thou')",some,"('treasure', 'thou', 'some')",place
treasure,thou,some,"('thou', 'some')",place,"('thou', 'some', 'place')","
"
thou,some,place,"('some', 'place')","
","
","
"
some,place,"
","
","
","
","
"
"
",with,beauty's,"('with', ""beauty's"")",treasure,"('with', ""beauty's"", 'treasure')",
with,beauty's,treasure,"(""beauty's"", 'treasure')",,"(""beauty's"", 'treasure', '')",ere
beauty's,treasure,,"('treasure', '')",ere,"('treasure', '', 'ere')",it
treasure,,ere,"('', 'ere')",it,"('', 'ere', 'it')",be
,ere,it,"('ere', 'it')",be,"('ere', 'it', 'be')",self
ere,it,be,"('it', 'be')",self,"('it', 'be', 'self')",kill'd
it,be,self,"('be', 'self')",kill'd,"('be', 'self', ""kill'd"")",
be,self,kill'd,"('self', ""kill'd"")",,"('self', ""kill'd"", '')","
"
self,kill'd,,"(""kill'd"", '')","
","
","
"
kill'd,,"
","
","
","
","
"
"
",that,use,"('that', 'use')",is,"('that', 'use', 'is')",not
that,use,is,"('use', 'is')",not,"('use', 'is', 'not')",forbidden
use,is,not,"('is', 'not')",forbidden,"('is', 'not', 'forbidden')",usury
is,not,forbidden,"('not', 'forbidden')",usury,"('not', 'forbidden', 'usury')",
not,forbidden,usury,"('forbidden', 'usury')",,"('forbidden', 'usury', '')","
"
forbidden,usury,,"('usury', '')","
","
","
"
usury,,"
","
","
","
","
"
"
",which,happies,"('which', 'happies')",those,"('which', 'happies', 'those')",that
which,happies,those,"('happies', 'those')",that,"('happies', 'those', 'that')",pay
happies,those,that,"('those', 'that')",pay,"('those', 'that', 'pay')",the
those,that,pay,"('that', 'pay')",the,"('that', 'pay', 'the')",willing
that,pay,the,"('pay', 'the')",willing,"('pay', 'the', 'willing')",loan;
pay,the,willing,"('the', 'willing')",loan;,"('the', 'willing', 'loan;')","
"
the,willing,loan;,"('willing', 'loan;')","
","
","
"
willing,loan;,"
","
","
","
","
"
"
",that's,for,"(""that's"", 'for')",thyself,"(""that's"", 'for', 'thyself')",to
that's,for,thyself,"('for', 'thyself')",to,"('for', 'thyself', 'to')",breed
for,thyself,to,"('thyself', 'to')",breed,"('thyself', 'to', 'breed')",another
thyself,to,breed,"('to', 'breed')",another,"('to', 'breed', 'another')",thee
to,breed,another,"('breed', 'another')",thee,"('breed', 'another', 'thee')",
breed,another,thee,"('another', 'thee')",,"('another', 'thee', '')","
"
another,thee,,"('thee', '')","
","
","
"
thee,,"
","
","
","
","
"
"
",or,ten,"('or', 'ten')",times,"('or', 'ten', 'times')",happier
or,ten,times,"('ten', 'times')",happier,"('ten', 'times', 'happier')",
ten,times,happier,"('times', 'happier')",,"('times', 'happier', '')",be
times,happier,,"('happier', '')",be,"('happier', '', 'be')",it
happier,,be,"('', 'be')",it,"('', 'be', 'it')",ten
,be,it,"('be', 'it')",ten,"('be', 'it', 'ten')",for
be,it,ten,"('it', 'ten')",for,"('it', 'ten', 'for')",one;
it,ten,for,"('ten', 'for')",one;,"('ten', 'for', 'one;')","
"
ten,for,one;,"('for', 'one;')","
","
","
"
for,one;,"
","
","
","
","
"
"
",ten,times,"('ten', 'times')",thyself,"('ten', 'times', 'thyself')",were
ten,times,thyself,"('times', 'thyself')",were,"('times', 'thyself', 'were')",happier
times,thyself,were,"('thyself', 'were')",happier,"('thyself', 'were', 'happier')",than
thyself,were,happier,"('were', 'happier')",than,"('were', 'happier', 'than')",thou
were,happier,than,"('happier', 'than')",thou,"('happier', 'than', 'thou')",art
happier,than,thou,"('than', 'thou')",art,"('than', 'thou', 'art')",
than,thou,art,"('thou', 'art')",,"('thou', 'art', '')","
"
thou,art,,"('art', '')","
","
","
"
art,,"
","
","
","
","
"
"
",if,ten,"('if', 'ten')",of,"('if', 'ten', 'of')",thine
if,ten,of,"('ten', 'of')",thine,"('ten', 'of', 'thine')",ten
ten,of,thine,"('of', 'thine')",ten,"('of', 'thine', 'ten')",times
